,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
1049,MILS3,2017.0,0.0,-0.17,4.82,-0.11,-5.28,2.49,0.86,0.42,-3.85,0.0,-0.16,0.59,-0.15,-0.78,-0.47,-31.9,1.37,-16.73,-7.34,True,False,False,False,0.04
1050,MILS3,2018.0,217.71,-0.14,4.27,-0.09,-7.99,2.47,1.0,0.69,-5.96,0.0,-0.13,0.74,0.0,-0.54,-0.31,4688.1,0.91,2773.09,-10.08,True,True,True,True,1.45
1051,MILS3,2019.0,0.22,-0.03,4.4,-0.03,-59.82,6.0,2.38,0.66,-62.67,0.0,-0.04,1.91,0.27,-0.17,-0.1,10.37,0.65,22.07,-29.46,False,False,False,False,-0.56
1052,MOVI3,2017.0,3.3,0.1,6.01,0.02,22.46,0.61,1.17,0.44,5.97,0.0,0.05,0.38,0.13,0.31,0.03,12.9,0.65,4.6,16.73,True,True,True,True,0.28
1053,MOVI3,2018.0,3.02,0.11,6.29,0.03,13.98,0.89,1.37,0.21,5.95,0.0419,0.1,0.44,0.19,0.61,0.06,9.53,0.85,4.7,12.05,True,True,True,True,1.26
1054,MOVI3,2019.0,2.81,0.1,7.69,0.03,24.96,1.49,2.48,0.21,12.19,0.0084,0.1,0.79,0.19,0.77,0.06,7.01,1.09,7.66,11.16,False,False,False,False,-0.45
1055,MRFG3,2007.0,0.0,0.08,6.4,0.02,35.34,0.93,2.38,0.21,9.4,0.0118,0.07,0.72,0.0,0.43,0.03,0.0,0.7,0.0,33.15,False,False,False,False,-0.5
1056,MRFG3,2008.0,4.88,0.09,10.28,0.0,-80.17,0.32,0.73,0.29,2.76,0.0,-0.01,0.22,0.14,-0.09,0.0,14.94,0.58,2.27,18.22,True,True,True,True,1.62
1057,MRFG3,2009.0,6.29,0.05,12.12,0.06,9.64,0.69,1.58,0.29,12.15,0.0256,0.16,0.58,0.09,1.98,0.07,17.15,0.62,8.08,25.79,False,False,False,False,-0.19
1058,MRFG3,2010.0,3.86,0.05,11.56,0.01,38.37,0.34,1.34,0.32,6.13,0.009000000000000001,0.03,0.24,0.09,0.4,0.01,9.79,0.74,3.58,16.78,False,False,False,False,-0.44
1059,MRFG3,2011.0,4.63,0.06,9.89,-0.03,-3.95,0.13,0.86,0.22,2.86,0.0012,-0.22,0.12,0.08,-2.16,-0.03,9.64,1.16,1.66,16.57,False,False,False,False,-0.03
1060,MRFG3,2012.0,4.72,0.06,9.04,-0.01,-17.26,0.17,0.94,0.3,3.46,0.0,-0.05,0.16,0.08,-0.49,-0.01,9.21,0.99,2.04,15.65,False,False,False,False,-0.53
1061,MRFG3,2013.0,5.21,0.06,5.99,-0.05,-2.32,0.1,0.67,0.13,2.34,0.0,-0.29,0.12,0.07,-1.72,-0.04,11.58,0.81,1.49,18.16,True,True,True,True,0.52
1062,MRFG3,2014.0,5.12,0.07,3.98,-0.04,-4.41,0.15,1.53,0.15,2.93,0.0,-0.35,0.16,0.08,-1.38,-0.03,10.46,1.3,1.9,16.07,True,False,False,False,0.03
1063,MRFG3,2015.0,4.15,0.09,1.62,-0.03,-6.13,0.16,3.92,0.17,2.55,0.0,-0.64,0.16,0.08,-1.04,-0.03,9.31,0.81,1.91,12.42,True,False,False,False,0.05
1064,MRFG3,2016.0,21.48,0.01,2.11,-0.03,-5.07,0.58,3.13,0.13,24.97,0.0,-0.62,0.17,0.05,-1.3,-0.11,53.83,0.48,12.52,107.31,True,True,False,False,0.12
1065,MRFG3,2017.0,5.14,0.08,4.24,-0.02,-10.24,0.24,1.73,0.15,4.09,0.0,-0.17,0.21,0.08,-0.71,-0.02,10.83,0.81,2.9,15.25,False,False,False,False,-0.26
1066,MRFG3,2018.0,7.48,0.02,6.46,0.08,1.57,0.11,0.85,0.24,8.02,0.0,0.54,0.13,0.04,3.47,0.07,15.76,0.71,3.15,40.06,True,True,True,True,0.82
1067,MRFG3,2019.0,3.0,0.17,2.5,0.05,4.48,0.15,3.99,0.21,2.08,0.0,0.89,0.22,0.09,2.23,0.03,4.93,0.66,1.54,6.66,True,True,True,True,0.25
1068,MRVE3,2009.0,1.59,0.09,5.23,0.09,17.96,4.12,2.7,0.16,17.49,0.027000000000000003,0.15,1.56,0.24,0.79,0.23,18.85,1.24,16.9,19.52,True,True,True,False,0.17
1069,MRVE3,2010.0,1.96,0.12,6.33,0.1,11.16,2.49,2.47,0.39,11.24,0.0211,0.22,1.11,0.23,1.4,0.23,11.5,1.3,11.02,11.73,False,False,False,False,-0.32
1070,MRVE3,2011.0,1.57,0.11,7.65,0.09,6.28,1.28,1.4,0.28,5.74,0.0168,0.22,0.56,0.23,1.7,0.22,9.36,1.44,5.63,9.55,True,True,True,False,0.16
1071,MRVE3,2012.0,1.92,0.07,8.56,0.05,9.93,1.34,1.4,0.2,8.91,0.0317,0.14,0.51,0.16,1.21,0.2,13.36,1.38,8.54,13.94,False,False,False,False,-0.25
1072,MRVE3,2013.0,3.23,0.05,9.21,0.04,8.86,1.03,0.91,0.27,8.52,0.0308,0.1,0.39,0.13,0.95,0.14,16.61,1.31,7.91,17.87,False,False,False,False,-0.06
1073,MRVE3,2014.0,3.16,0.08,10.48,0.07,4.45,0.8,0.72,0.26,4.75,0.04,0.16,0.31,0.18,1.68,0.12,10.91,1.03,4.52,11.47,True,True,True,True,0.22
1074,MRVE3,2015.0,1.74,0.05,11.44,0.05,6.42,0.8,0.76,0.4,7.67,0.0449,0.12,0.34,0.11,1.35,0.18,13.9,0.86,7.15,14.91,True,True,True,True,0.32
1075,MRVE3,2016.0,1.22,0.04,12.24,0.05,8.45,1.14,0.89,0.5,10.66,0.032,0.11,0.39,0.12,1.29,0.13,14.78,0.55,9.79,16.09,True,True,True,True,0.45
1076,MRVE3,2017.0,1.11,0.05,13.05,0.05,9.54,1.4,1.15,0.41,10.01,0.0426,0.12,0.46,0.15,1.58,0.14,13.34,0.86,9.33,14.31,False,False,False,False,-0.11
1077,MRVE3,2018.0,3.85,0.06,10.97,0.06,7.24,1.01,1.13,0.24,7.4,0.0833,0.16,0.4,0.15,1.71,0.15,10.99,0.97,6.81,11.93,True,True,True,True,0.85
1078,MRVE3,2019.0,2.57,0.05,11.5,0.05,12.8,1.58,1.87,0.14,12.92,0.0172,0.15,0.65,0.14,1.68,0.14,11.25,1.0,11.56,12.57,False,False,False,False,-0.31
1079,MULT3,2009.0,0.0,0.1,15.71,0.04,35.24,12.06,2.07,0.15,21.62,0.0043,0.06,1.59,0.63,0.92,0.34,41.06,0.58,19.13,46.4,True,True,True,False,0.16
1080,MULT3,2010.0,0.0,0.1,16.55,0.06,28.87,10.95,2.23,0.4,21.61,0.0092,0.08,1.66,0.58,1.28,0.38,36.12,0.65,18.88,41.34,True,False,False,False,0.05
1081,MULT3,2011.0,0.68,0.1,17.95,0.07,22.12,10.14,2.13,0.08,17.32,0.0298,0.1,1.46,0.67,1.73,0.46,29.31,0.52,15.06,33.7,True,True,True,True,0.6
1082,MULT3,2012.0,2.28,0.11,17.89,0.07,27.66,11.23,3.37,0.06,19.94,0.0161,0.12,1.9,0.64,2.18,0.41,23.45,0.38,17.52,26.69,False,False,False,False,-0.16
1083,MULT3,2013.0,2.88,0.08,20.1,0.04,33.15,9.74,2.48,0.1,19.47,0.021,0.07,1.48,0.63,1.51,0.29,24.28,0.49,15.56,30.38,False,False,False,False,-0.03
1084,MULT3,2014.0,2.28,0.1,21.42,0.06,24.36,8.1,2.22,0.1,14.31,0.0173,0.09,1.35,0.71,1.95,0.33,18.84,0.77,11.45,23.54,False,False,False,False,-0.17
1085,MULT3,2015.0,2.3,0.1,22.04,0.05,19.89,6.78,1.72,0.08,11.5,0.0345,0.09,1.03,0.73,1.91,0.34,18.99,0.91,9.24,23.63,True,True,True,True,0.58
1086,MULT3,2016.0,2.98,0.09,23.45,0.04,36.04,10.17,2.53,0.13,17.25,0.0084,0.07,1.42,0.73,1.65,0.28,19.06,0.65,13.91,23.63,True,True,True,True,0.23
1087,MULT3,2017.0,2.25,0.08,25.97,0.04,38.48,12.28,2.73,0.1,22.32,0.0171,0.07,1.64,0.71,1.84,0.32,18.18,0.89,17.36,23.39,True,False,False,False,0.01
1088,MULT3,2018.0,2.08,0.09,8.91,0.05,30.88,11.88,2.73,0.14,19.79,0.0485,0.09,1.65,0.76,0.79,0.38,15.97,0.91,15.55,20.32,True,True,True,True,0.37
1089,MULT3,2019.0,2.37,0.08,9.31,0.05,42.22,15.24,3.56,0.16,28.21,0.0139,0.08,2.08,0.71,0.78,0.36,16.47,0.91,21.5,21.61,False,False,False,False,-0.36
1090,MYPK3,2000.0,0.0,0.14,6.17,0.03,45.12,1.38,5.13,0.43,10.46,0.0,0.11,1.31,0.0,0.7,0.03,0.0,0.56,0.0,27.92,False,False,False,False,-0.02
1091,MYPK3,2001.0,0.0,0.19,6.62,0.06,22.85,1.78,3.7,0.76,7.05,0.0,0.16,1.28,0.0,1.07,0.08,0.0,0.39,0.0,23.3,True,False,False,False,0.1
1092,MYPK3,2002.0,0.0,0.13,5.9,-0.06,-20.93,1.22,3.2,0.62,10.69,0.1971,-0.15,1.26,0.0,-0.9,-0.06,0.0,-0.11,0.0,44.56,True,True,True,True,2.25
1093,MYPK3,2003.0,0.0,0.13,5.67,-0.01,-405.89,2.41,10.75,0.72,31.22,0.0,-0.03,3.77,0.0,-0.15,-0.01,0.0,-0.07,0.0,40.24,True,True,True,True,2.51
1094,MYPK3,2004.0,0.0,0.19,6.99,0.08,125.4,5.94,35.06,0.66,61.52,0.0,0.28,10.33,0.0,1.95,0.05,0.0,0.71,0.0,20.16,True,True,True,True,0.27
1095,MYPK3,2005.0,0.95,0.26,4.32,0.11,9.47,0.46,3.0,0.45,4.37,0.4815,0.32,1.03,0.12,1.37,0.05,11.59,-0.68,3.75,13.53,False,False,False,False,-0.01
1096,MYPK3,2006.0,1.57,0.18,4.98,0.09,13.98,0.66,3.11,0.57,7.17,0.0355,0.22,1.19,0.11,1.11,0.05,15.52,0.22,5.87,18.97,True,True,True,True,1.09
1097,MYPK3,2007.0,1.78,0.16,5.82,0.09,30.93,1.78,7.38,0.47,18.02,0.0102,0.24,2.66,0.12,1.39,0.06,14.27,0.31,14.58,17.64,False,False,False,False,-0.76
1098,MYPK3,2008.0,1.29,0.22,9.32,0.19,1.93,0.23,0.94,0.63,1.79,0.064,0.49,0.37,0.15,4.53,0.12,8.6,0.76,1.55,9.94,True,True,True,True,2.35
1099,MYPK3,2009.0,4.67,0.07,10.16,0.04,21.56,0.92,2.5,0.43,12.71,0.0656,0.12,0.87,0.11,1.18,0.04,18.78,0.41,8.69,27.48,True,True,True,True,0.89
1100,MYPK3,2010.0,1.31,0.16,8.21,0.08,13.77,1.03,2.93,0.19,8.73,0.0178,0.21,1.1,0.14,1.75,0.07,7.59,0.64,7.32,9.04,True,False,False,False,0.09
1101,MYPK3,2011.0,1.26,0.19,9.7,0.09,10.62,0.82,2.6,0.63,6.65,0.0273,0.25,0.96,0.14,2.38,0.08,6.03,0.92,5.81,6.91,True,True,False,False,0.12
1102,MYPK3,2012.0,5.43,0.06,11.52,0.02,24.17,0.45,2.37,0.27,9.27,0.0336,0.1,0.45,0.08,1.13,0.02,9.69,0.76,5.63,15.97,False,False,False,False,-0.03
1103,MYPK3,2013.0,3.17,0.1,15.27,0.04,11.62,0.4,1.71,0.26,5.45,0.0222,0.15,0.41,0.11,2.25,0.03,6.12,0.49,3.72,8.97,False,False,False,False,-0.53
1104,MYPK3,2014.0,3.31,0.09,16.96,0.02,9.7,0.2,0.72,0.37,2.76,0.0246,0.07,0.18,0.11,1.26,0.02,6.29,0.49,1.75,9.9,True,False,False,False,0.03
1105,MYPK3,2015.0,3.56,0.07,25.96,0.02,9.54,0.17,0.47,0.49,2.59,0.0244,0.05,0.15,0.11,1.29,0.02,6.17,0.45,1.55,10.3,False,False,False,False,-0.01
1106,MYPK3,2016.0,3.3,0.08,21.26,0.01,12.15,0.16,0.55,0.39,2.3,0.0189,0.05,0.16,0.12,0.96,0.01,5.77,1.13,1.39,9.56,True,True,True,True,1.01
1107,MYPK3,2017.0,2.88,0.08,18.74,0.01,39.85,0.43,1.23,0.48,6.49,0.0035,0.03,0.41,0.11,0.58,0.01,5.34,1.09,4.04,8.57,True,False,False,False,0.09
1108,MYPK3,2018.0,2.2,0.1,21.24,0.03,11.64,0.37,1.12,0.38,5.11,0.0323,0.1,0.4,0.11,2.05,0.03,4.06,0.87,3.39,6.11,False,False,False,False,-0.01
1109,MYPK3,2019.0,2.2,0.09,22.74,0.05,8.48,0.36,1.03,0.21,5.31,0.0081,0.12,0.38,0.11,2.76,0.04,3.99,0.69,3.28,6.46,False,False,False,False,-0.41
1110,NTCO3,2005.0,0.0,0.43,6.13,0.29,21.99,3.84,16.8,0.46,16.8,0.0291,0.76,6.4,0.24,4.68,0.17,54.29,0.33,16.08,56.71,True,True,True,True,0.5
1111,NTCO3,2006.0,0.34,0.45,1.5,0.3,28.02,4.68,20.14,0.36,21.48,0.0872,0.72,8.31,0.24,1.08,0.17,45.17,0.7,19.69,49.27,False,False,False,False,-0.42
1112,NTCO3,2007.0,0.31,0.35,1.58,0.24,15.74,2.37,10.75,0.37,11.63,0.0535,0.68,3.72,0.23,1.08,0.17,42.6,0.79,10.38,47.69,True,True,True,False,0.17
1113,NTCO3,2008.0,0.77,0.39,1.63,0.25,15.67,2.25,11.67,0.52,10.75,0.0521,0.74,3.85,0.23,1.21,0.15,35.24,0.47,9.62,39.37,True,True,True,True,0.94
1114,NTCO3,2009.0,0.57,0.37,2.65,0.25,22.77,3.66,13.72,0.4,17.04,0.0353,0.6,5.7,0.24,1.59,0.14,29.81,0.47,15.49,32.78,True,True,True,True,0.35
1115,NTCO3,2010.0,0.7,0.51,2.92,0.23,27.58,4.0,16.35,0.81,17.59,0.0315,0.59,6.38,0.24,1.73,0.16,23.47,0.47,16.35,25.25,False,False,False,False,-0.22
1116,NTCO3,2011.0,0.1,0.47,2.92,0.22,18.66,2.78,12.42,0.33,11.81,0.0488,0.67,4.09,0.25,1.94,0.15,21.07,0.57,10.9,22.84,True,True,True,True,0.7
1117,NTCO3,2012.0,0.47,0.44,3.04,0.16,29.2,3.97,19.28,0.14,18.39,0.0341,0.66,4.68,0.24,2.01,0.15,19.88,0.32,16.66,21.94,False,False,False,False,-0.27
1118,NTCO3,2013.0,0.45,0.33,2.72,0.14,20.88,2.53,15.2,0.43,12.53,0.0479,0.73,2.84,0.23,1.98,0.14,19.23,0.54,11.03,21.84,False,False,False,False,-0.17
1119,NTCO3,2014.0,0.98,0.28,2.68,0.1,18.42,1.84,11.9,0.24,10.01,0.0549,0.65,1.9,0.21,1.73,0.12,20.36,0.72,8.79,23.18,False,False,False,False,-0.22
1120,NTCO3,2015.0,1.47,0.22,2.5,0.06,19.25,1.28,9.38,0.37,8.03,0.0681,0.49,1.08,0.19,1.22,0.1,21.47,0.91,6.76,25.53,True,False,False,False,0.0
1121,NTCO3,2016.0,1.84,0.2,2.3,0.04,32.09,1.26,9.99,0.39,9.18,0.0187,0.31,1.18,0.17,0.72,0.07,23.41,0.89,7.4,29.01,True,True,True,True,0.46
1122,NTCO3,2017.0,1.56,0.14,3.79,0.04,21.22,1.45,8.73,0.4,10.49,0.0094,0.41,0.95,0.18,1.56,0.04,20.1,1.09,8.18,25.77,True,True,True,True,0.36
1123,NTCO3,2018.0,3.25,0.11,5.97,0.04,35.28,1.45,7.54,0.44,15.43,0.0,0.21,1.26,0.14,1.28,0.07,19.15,0.7,10.51,28.12,True,True,True,True,0.74
1124,NTCO3,2019.0,3.25,0.1,3.92,0.02,84.96,2.32,9.87,0.14,24.76,0.0134,0.12,1.85,0.17,0.46,0.04,14.09,0.84,13.56,25.72,False,False,False,False,-0.12
1125,ODPV3,2006.0,0.0,0.1,7.69,0.07,48.45,4.79,4.45,0.0,37.92,0.0,0.09,3.57,0.0,0.71,0.1,0.0,0.43,0.0,311.85,True,True,True,True,0.3
1126,ODPV3,2007.0,0.0,0.16,8.9,0.17,22.0,4.33,4.94,0.0,23.38,0.0218,0.22,3.67,0.19,2.0,0.2,147.41,0.47,23.06,149.43,False,False,False,False,-0.46
1127,ODPV3,2008.0,0.0,0.18,9.7,0.17,9.98,1.82,2.37,0.0,9.98,0.0243,0.24,1.71,0.22,2.3,0.18,102.01,0.43,8.23,123.66,True,True,True,True,1.88
1128,ODPV3,2009.0,0.0,0.06,17.62,0.05,45.7,7.48,3.63,0.0,39.9,0.0605,0.08,2.49,0.19,1.4,0.16,97.53,0.43,38.52,101.02,True,True,True,True,0.89
1129,ODPV3,2010.0,0.0,0.15,4.06,0.24,20.28,6.37,6.18,0.0,38.28,0.0199,0.3,4.87,0.17,1.24,0.31,58.05,0.41,36.62,60.69,True,False,False,False,0.09
1130,ODPV3,2011.0,0.0,0.23,4.32,0.15,32.19,5.63,6.15,0.0,26.11,0.0222,0.19,4.73,0.22,0.83,0.17,37.56,0.44,25.34,38.7,True,True,True,True,0.27
1131,ODPV3,2012.0,0.0,0.26,1.32,0.15,39.05,5.97,8.13,0.0,28.5,0.0596,0.21,5.71,0.21,0.27,0.15,33.91,0.33,27.8,34.78,False,False,False,False,-0.05
1132,ODPV3,2013.0,0.0,0.33,1.31,0.18,27.78,4.88,7.49,0.0,19.85,0.0366,0.27,4.87,0.25,0.35,0.18,25.78,0.25,19.47,26.29,True,False,False,False,0.05
1133,ODPV3,2014.0,0.0,0.33,1.22,0.18,26.52,4.5,8.07,0.0,18.9,0.0406,0.3,4.72,0.24,0.37,0.17,24.65,0.3,18.55,25.12,False,False,False,False,-0.01
1134,ODPV3,2015.0,0.0,0.36,1.24,0.19,22.48,4.0,7.64,0.0,16.15,0.0444,0.34,4.18,0.25,0.42,0.18,21.61,0.41,15.77,22.13,True,True,True,True,0.37
1135,ODPV3,2016.0,0.0,0.31,1.31,0.16,30.85,4.9,9.6,0.0,23.65,0.0278,0.31,4.93,0.21,0.41,0.16,23.32,0.43,23.15,23.83,True,True,True,True,0.31
1136,ODPV3,2017.0,0.0,0.62,1.74,0.36,16.8,5.88,9.13,0.0,14.68,0.0327,0.54,6.09,0.41,0.95,0.35,11.53,0.52,14.47,11.7,False,False,False,False,-0.11
1137,ODPV3,2018.0,0.0,0.33,1.94,0.17,25.54,4.59,7.09,0.0,19.12,0.0211,0.28,4.44,0.25,0.54,0.18,16.83,0.45,18.38,17.52,True,True,True,True,0.27
1138,ODPV3,2019.0,0.0,0.32,2.1,0.16,31.45,4.96,8.03,0.0,23.22,0.0166,0.26,5.07,0.23,0.54,0.16,16.27,0.5,22.0,17.17,False,False,False,False,-0.2
1139,OFSA3,2014.0,1.95,0.12,6.12,0.06,41.37,5.06,5.01,0.48,26.27,0.0,0.12,2.64,0.22,0.74,0.12,19.71,0.34,22.52,22.99,True,True,True,True,0.23
1140,OFSA3,2015.0,1.64,0.15,7.04,0.1,26.58,3.53,4.97,0.26,19.06,0.0077,0.19,2.72,0.22,1.32,0.13,12.7,0.12,15.99,15.14,False,False,False,False,-0.2
1141,OFSA3,2016.0,7.96,0.01,6.97,-0.01,-302.11,3.31,4.02,0.23,167.84,0.0079,-0.01,1.95,0.07,-0.09,-0.01,50.38,0.1,49.08,172.29,False,False,False,False,-0.14
1142,OFSA3,2017.0,2.08,0.1,7.51,0.05,32.37,2.56,3.2,0.61,19.33,0.0046,0.1,1.6,0.18,0.74,0.08,16.4,0.23,14.2,22.32,True,True,True,True,0.43
1143,OFSA3,2018.0,1.8,0.13,8.43,0.08,25.97,3.09,4.0,0.26,18.55,0.0071,0.15,2.15,0.21,1.3,0.12,12.37,0.51,14.72,15.59,True,True,True,True,0.24
1144,OFSA3,2019.0,2.45,0.09,9.12,0.06,47.34,3.75,4.72,0.42,31.78,0.0051,0.1,2.67,0.16,0.91,0.08,15.99,0.28,24.06,21.12,False,False,False,False,-0.45
1145,OMGE3,2017.0,5.25,0.07,15.37,0.03,18.08,3.78,1.14,0.07,8.89,0.0,0.06,0.53,0.53,0.97,0.21,22.14,0.18,7.06,27.85,False,False,False,False,-0.0
1146,OMGE3,2018.0,0.0,0.07,15.75,0.01,39.53,2.77,1.11,0.05,7.5,0.0052,0.03,0.5,0.0,0.44,0.07,0.0,0.27,0.0,24.97,True,True,True,True,1.09
1147,OMGE3,2019.0,5.27,0.06,17.36,0.0,176.97,5.93,2.1,0.05,15.55,0.0,0.01,0.83,0.57,0.21,0.03,13.87,0.49,10.5,20.54,False,False,False,False,-0.2
1148,PARD3,2017.0,0.51,0.22,4.1,0.12,32.87,3.91,8.14,0.15,22.54,0.0293,0.25,3.8,0.21,1.02,0.12,10.58,0.74,18.63,12.8,False,False,False,False,-0.44
1149,PARD3,2018.0,0.44,0.17,4.63,0.1,19.59,2.03,4.04,0.04,14.32,0.0171,0.21,1.97,0.19,0.95,0.1,10.89,0.61,10.83,14.4,True,True,True,True,0.47
1150,PARD3,2019.0,0.31,0.17,5.31,0.1,22.14,2.64,5.12,0.05,15.11,0.0165,0.23,2.19,0.24,1.23,0.12,7.52,0.77,10.88,10.44,False,False,False,False,-0.35
1151,PDGR3,2007.0,2.79,0.06,9.63,0.04,34.7,6.6,2.59,0.3,22.77,0.0016,0.07,1.42,0.32,0.72,0.19,2.94,0.78,20.75,3.23,False,False,False,False,-0.55
1152,PDGR3,2008.0,3.67,0.07,11.27,0.07,7.11,1.32,0.99,0.25,6.96,0.0206,0.14,0.5,0.19,1.57,0.19,3.78,1.03,6.89,3.82,True,True,True,True,2.21
1153,PDGR3,2009.0,4.29,0.06,7.59,0.06,18.69,3.41,2.29,0.36,19.49,0.0346,0.12,1.11,0.18,0.93,0.18,4.37,1.05,19.3,4.41,True,True,True,True,0.3
1154,PDGR3,2010.0,3.52,0.06,5.39,0.05,14.23,2.15,1.88,0.34,13.21,0.0207,0.13,0.73,0.17,0.71,0.15,3.55,1.24,12.84,3.65,False,False,False,False,-0.42
1155,PDGR3,2011.0,3.37,0.06,5.73,0.04,9.34,0.96,1.03,0.36,7.27,0.0288,0.11,0.38,0.15,0.63,0.1,3.4,1.53,6.27,3.93,False,False,False,False,-0.43
1156,PDGR3,2012.0,0.0,-0.13,3.77,-0.14,-2.03,1.01,0.88,0.36,-2.39,0.0453,-0.43,0.28,-0.38,-1.63,-0.5,-2.57,1.7,-2.64,-2.32,False,False,False,False,-0.47
1157,PDGR3,2013.0,12.7,0.02,4.03,-0.01,-15.76,0.45,0.45,0.31,9.9,0.0,-0.03,0.14,0.06,-0.11,-0.03,12.79,1.45,7.58,16.69,False,False,False,False,-0.53
1158,PDGR3,2014.0,17.61,0.01,3.82,-0.03,-2.4,0.27,0.22,0.35,6.94,0.0,-0.09,0.07,0.05,-0.36,-0.11,17.73,1.29,5.14,23.96,False,False,False,False,-0.96
1159,PDGR3,2015.0,0.0,-0.21,48.46,-0.26,-0.03,0.04,0.03,0.74,-0.04,0.0,-1.19,0.01,-0.94,-57.75,-1.56,-1.77,1.11,-0.05,-1.43,False,False,False,False,-0.27
1160,PDGR3,2016.0,0.0,-1.1,-69.4,-1.17,-0.01,0.24,-0.02,0.86,-0.01,0.0,1.59,0.01,-19.07,-110.36,-21.98,-0.6,1.42,-0.01,-0.61,True,True,True,True,0.89
1161,PDGR3,2017.0,0.0,-0.72,-65.62,0.05,0.69,0.24,-0.03,1.0,-0.06,0.0,-0.05,0.04,-3.81,3.27,0.35,-0.78,1.17,-0.06,-0.76,False,False,False,False,-0.52
1162,PDGR3,2018.0,0.0,-0.19,-49.57,-0.34,-0.11,0.42,-0.02,1.0,-0.22,0.0,0.21,0.04,-1.69,-10.47,-3.97,-4.17,0.49,-0.25,-3.71,False,False,False,False,-0.35
1163,PDGR3,2019.0,0.0,-0.27,-610.34,-0.47,-0.07,0.2,-0.01,1.0,-0.13,0.0,0.18,0.03,-1.51,-112.7,-3.03,-3.46,0.81,-0.13,-3.44,False,False,False,False,-0.57
1164,PETR4,2000.0,0.0,0.22,23.22,0.15,4.98,1.0,1.97,0.47,3.54,0.1785,0.4,0.74,0.0,9.19,0.2,0.0,0.67,0.0,19.07,True,True,True,True,0.22
1165,PETR4,2001.0,0.0,0.18,26.71,0.13,5.54,0.97,1.92,0.27,4.31,0.0659,0.35,0.74,0.0,9.24,0.17,0.0,0.6,0.0,20.9,False,False,False,False,-0.04
1166,PETR4,2002.0,0.0,0.12,31.05,0.08,6.38,0.73,1.49,0.2,4.69,0.0709,0.23,0.52,0.0,7.27,0.11,0.0,0.83,0.0,26.19,True,True,True,True,0.77
1167,PETR4,2003.0,0.0,0.22,46.5,0.14,4.28,0.88,1.64,0.19,2.91,0.0606,0.38,0.61,0.0,17.85,0.2,0.0,0.8,0.0,10.17,True,True,True,True,0.35
1168,PETR4,2004.0,0.0,0.22,58.85,0.13,5.47,0.98,1.65,0.15,3.56,0.0538,0.3,0.72,0.0,17.76,0.18,0.0,0.84,0.0,9.62,True,True,True,True,0.58
1169,PETR4,2005.0,0.0,0.23,19.37,0.14,6.34,1.19,1.92,0.23,4.1,0.1118,0.3,0.89,0.0,5.87,0.19,0.0,0.83,0.0,7.42,True,True,True,True,0.4
1170,PETR4,2006.0,0.85,0.21,23.94,0.14,7.61,1.38,2.08,0.28,5.21,0.0416,0.27,1.04,0.33,6.54,0.18,5.68,0.96,4.22,7.02,True,True,True,True,0.82
1171,PETR4,2007.0,0.81,0.17,27.39,0.1,15.98,2.27,3.23,0.22,10.68,0.0154,0.2,1.68,0.28,5.53,0.14,6.13,1.0,8.23,7.95,False,False,False,False,-0.45
1172,PETR4,2008.0,1.03,0.18,16.07,0.11,6.21,0.93,1.42,0.21,4.1,0.0219,0.23,0.69,0.28,3.68,0.15,5.12,1.08,3.27,6.41,True,True,True,True,0.63
1173,PETR4,2009.0,1.65,0.14,18.36,0.1,9.69,1.76,2.0,0.15,7.07,0.0283,0.21,0.93,0.33,3.79,0.18,5.8,0.97,5.34,7.68,False,False,False,False,-0.24
1174,PETR4,2010.0,1.02,0.1,23.78,0.07,9.92,1.67,1.15,0.13,7.81,0.0363,0.12,0.68,0.28,2.75,0.17,5.16,0.96,5.89,6.84,False,False,False,False,-0.19
1175,PETR4,2011.0,1.66,0.08,25.47,0.06,8.47,1.15,0.84,0.12,6.34,0.0405,0.1,0.47,0.25,2.54,0.14,5.7,0.92,4.52,7.99,False,False,False,False,-0.07
1176,PETR4,2012.0,2.77,0.05,26.48,0.03,12.15,0.9,0.74,0.08,8.09,0.0266,0.06,0.38,0.19,1.61,0.07,7.47,1.19,4.78,12.63,False,False,False,False,-0.11
1177,PETR4,2013.0,3.53,0.05,26.78,0.03,9.68,0.73,0.64,0.07,6.48,0.0,0.07,0.3,0.21,1.76,0.08,7.51,1.13,3.55,13.73,False,False,False,False,-0.36
1178,PETR4,2014.0,32.2,-0.03,23.82,-0.03,-5.96,0.39,0.42,0.09,-5.96,0.0998,-0.07,0.16,0.03,-1.68,-0.07,60.77,1.92,14.92,-24.29,False,False,False,False,-0.33
1179,PETR4,2015.0,15.44,-0.02,19.77,-0.04,-2.48,0.27,0.34,0.12,-6.63,0.0,-0.14,0.1,0.08,-2.7,-0.11,25.3,1.93,3.44,-48.7,True,True,True,True,1.26
1180,PETR4,2016.0,4.83,0.02,19.38,-0.02,-14.87,0.69,0.77,0.08,11.77,0.0,-0.05,0.24,0.23,-1.0,-0.05,8.68,1.98,2.98,34.25,True,False,False,False,0.1
