,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
916,KLBN11,2017.0,4.54,0.07,7.56,0.02,31.55,2.01,2.33,0.13,10.85,0.0233,0.07,0.55,0.3,0.56,0.06,12.84,0.44,6.78,20.55,False,False,False,False,-0.04
917,KLBN11,2018.0,3.1,0.14,6.04,0.01,91.88,1.72,2.63,0.1,5.76,0.0686,0.03,0.58,0.4,0.17,0.02,8.25,0.2,4.29,11.07,True,True,True,True,0.22
918,KLBN11,2019.0,3.93,0.11,6.01,0.02,27.82,1.94,3.06,0.05,7.89,0.0359,0.11,0.57,0.36,0.66,0.07,9.57,0.59,5.45,13.85,True,False,False,False,0.04
919,LAME4,2000.0,0.0,-0.01,2.59,-0.03,-8.12,0.18,1.37,0.25,-24.37,0.0535,-0.17,0.23,0.0,-0.44,-0.02,0.0,0.83,0.0,-4354.14,True,True,False,False,0.14
920,LAME4,2001.0,0.0,0.07,3.4,0.04,4.95,0.19,1.19,0.31,3.51,0.0,0.24,0.2,0.0,0.82,0.04,0.0,0.97,0.0,553.19,True,True,True,True,1.92
921,LAME4,2002.0,0.0,0.08,3.41,0.07,6.12,0.39,2.7,0.21,6.3,0.162,0.44,0.41,0.0,1.5,0.06,0.0,0.52,0.0,447.05,True,True,True,True,2.62
922,LAME4,2003.0,0.0,0.14,3.34,0.07,15.73,1.02,9.13,0.98,10.43,0.0508,0.58,1.09,0.0,1.94,0.07,0.0,0.36,0.0,231.15,True,True,True,True,0.39
923,LAME4,2004.0,0.0,0.14,2.98,0.03,37.48,1.18,13.63,0.45,13.1,0.034,0.36,1.31,0.0,1.08,0.03,0.0,0.49,0.0,213.49,True,True,True,True,0.79
924,LAME4,2005.0,0.0,0.17,4.67,0.07,24.38,1.73,15.31,0.42,13.77,0.013000000000000001,0.63,1.73,0.0,2.93,0.07,0.0,0.64,0.0,127.78,True,True,True,True,0.74
925,LAME4,2006.0,0.0,0.09,6.89,0.03,63.43,2.31,17.33,0.45,28.42,0.0135,0.27,2.03,0.0,1.88,0.04,0.0,0.75,0.0,145.59,True,True,True,True,0.34
926,LAME4,2007.0,0.0,0.16,0.6,0.03,78.15,1.98,25.99,0.57,19.95,0.0457,0.33,2.24,0.0,0.2,0.03,0.0,0.96,0.0,80.39,False,False,False,False,-0.6
927,LAME4,2008.0,0.0,0.12,0.53,0.02,36.55,0.65,11.9,0.48,7.59,0.0064,0.33,0.69,0.0,0.17,0.02,0.0,1.19,0.0,78.27,True,True,True,True,1.5
928,LAME4,2009.0,3.8,0.16,0.67,0.03,62.29,1.35,23.15,0.23,13.88,0.0026,0.37,1.67,0.12,0.25,0.02,46.35,0.89,11.13,57.83,False,False,False,False,-0.02
929,LAME4,2010.0,1.74,0.3,0.75,0.04,34.3,1.19,20.33,0.33,10.32,0.0046,0.59,1.4,0.13,0.45,0.03,36.86,0.95,9.11,41.73,False,False,False,False,-0.04
930,LAME4,2011.0,1.98,0.24,1.55,0.03,34.98,1.05,9.21,0.29,9.35,0.0077,0.26,1.12,0.13,0.41,0.03,34.69,1.05,8.1,40.07,True,True,True,True,0.63
931,LAME4,2012.0,2.15,0.24,1.24,0.03,49.93,1.52,14.82,0.22,14.04,0.006,0.3,1.56,0.13,0.37,0.03,31.65,0.8,11.86,37.48,False,False,False,False,-0.14
932,LAME4,2013.0,2.07,0.24,1.57,0.03,36.94,1.11,10.01,0.1,10.25,0.006999999999999999,0.27,1.05,0.13,0.43,0.03,26.83,0.74,8.55,32.17,True,True,True,True,0.38
933,LAME4,2014.0,1.66,0.22,2.58,0.02,57.1,1.26,6.69,0.12,12.12,0.006999999999999999,0.12,1.21,0.13,0.3,0.02,22.49,0.7,9.85,27.68,True,True,True,False,0.15
934,LAME4,2015.0,1.98,0.21,2.5,0.0,340.26,1.27,7.75,0.11,11.78,0.0057,0.02,1.11,0.14,0.06,0.0,19.39,0.97,9.21,24.8,True,False,False,False,0.08
935,LAME4,2016.0,2.71,0.17,2.21,0.0,837.12,1.34,7.69,0.15,11.91,0.0071,0.01,1.17,0.15,0.02,0.0,18.82,0.93,9.08,24.69,True,False,False,False,0.01
936,LAME4,2017.0,2.07,0.15,3.82,0.0,332.15,1.6,4.46,0.27,14.24,0.0012,0.01,0.99,0.16,0.05,0.0,18.14,1.16,10.15,25.43,True,True,True,False,0.17
937,LAME4,2018.0,2.1,0.13,3.93,0.01,138.3,1.78,5.02,0.15,18.34,0.0041,0.04,1.11,0.15,0.14,0.01,18.34,1.12,11.88,28.32,True,True,True,True,0.33
938,LAME4,2019.0,2.36,0.13,4.6,0.02,71.35,2.19,5.64,0.15,19.75,0.0031,0.08,1.25,0.16,0.36,0.03,16.45,1.0,13.59,23.9,False,False,False,False,-0.02
939,LCAM3,2012.0,2.89,0.09,4.63,0.0,158.58,1.79,2.63,0.12,10.57,0.0115,0.02,0.67,0.35,0.08,0.01,49.0,0.42,5.16,100.34,False,False,False,False,-0.42
940,LCAM3,2013.0,3.09,0.09,4.67,0.01,26.8,0.84,1.5,0.05,5.24,0.0257,0.06,0.37,0.3,0.26,0.03,46.55,0.18,2.8,87.18,False,False,False,False,-0.38
941,LCAM3,2014.0,3.35,0.12,4.72,0.02,10.66,0.44,0.9,0.04,2.37,0.0399,0.08,0.2,0.32,0.4,0.04,38.61,0.17,1.38,66.27,False,False,False,False,-0.12
942,LCAM3,2015.0,2.85,0.13,4.99,0.01,10.57,0.31,0.68,0.25,1.78,0.0674,0.06,0.14,0.31,0.32,0.03,34.64,0.27,1.0,61.72,True,True,True,True,0.98
943,LCAM3,2016.0,2.5,0.16,4.61,0.02,12.53,0.52,1.29,0.14,2.57,0.0905,0.1,0.29,0.33,0.48,0.04,30.96,0.04,1.56,51.01,True,True,True,True,2.37
944,LCAM3,2017.0,2.79,0.14,5.86,0.03,25.54,1.45,3.28,0.15,7.07,0.012,0.13,0.66,0.33,0.75,0.06,22.39,0.1,4.38,36.12,True,True,True,True,1.01
945,LCAM3,2018.0,2.29,0.11,21.95,0.02,22.95,1.51,1.72,0.08,8.04,0.0194,0.07,0.5,0.29,1.64,0.07,10.72,0.66,5.24,16.44,True,True,True,True,0.84
946,LCAM3,2019.0,2.09,0.11,7.67,0.03,34.08,2.41,2.96,0.03,14.46,0.0454,0.09,1.05,0.26,0.67,0.07,7.67,0.7,9.1,12.19,False,False,False,False,-0.41
947,LEVE3,2011.0,0.94,0.11,31.38,0.07,9.57,0.81,1.35,0.71,7.48,0.1024,0.14,0.69,0.17,4.44,0.08,6.44,0.43,4.88,9.86,True,True,True,True,0.86
948,LEVE3,2012.0,0.88,0.13,10.62,0.08,17.82,1.44,2.36,0.6,11.88,0.0732,0.13,1.37,0.17,1.4,0.08,6.25,0.14,8.41,8.83,True,True,False,False,0.13
949,LEVE3,2013.0,0.63,0.15,10.71,0.08,17.94,1.47,2.56,0.15,11.27,0.0456,0.14,1.45,0.18,1.53,0.08,5.43,0.34,8.25,7.42,False,False,False,False,-0.15
950,LEVE3,2014.0,0.78,0.13,10.48,0.08,13.65,1.15,2.0,0.47,9.67,0.0964,0.15,1.06,0.17,1.54,0.08,6.08,0.22,6.96,8.45,True,True,True,True,0.27
951,LEVE3,2015.0,0.88,0.12,10.05,0.07,18.25,1.31,2.46,0.38,11.94,0.0687,0.13,1.28,0.15,1.36,0.07,6.37,0.27,8.53,8.92,False,False,False,False,-0.13
952,LEVE3,2016.0,2.08,0.01,9.47,0.0,532.73,1.19,2.19,0.31,156.69,0.0299,0.0,1.13,0.05,0.04,0.0,19.55,0.33,22.75,134.68,True,True,True,False,0.18
953,LEVE3,2017.0,0.01,0.16,10.52,0.1,13.55,1.35,2.27,0.17,9.94,0.0239,0.17,1.38,0.18,1.76,0.1,5.06,0.72,7.55,6.66,True,True,False,False,0.12
954,LEVE3,2018.0,0.42,0.18,10.54,0.13,10.96,1.24,2.38,0.55,8.55,0.0717,0.22,1.39,0.18,2.29,0.11,4.8,0.17,6.9,5.94,True,True,True,True,0.27
955,LEVE3,2019.0,0.57,0.17,10.1,0.11,14.32,1.46,2.85,0.53,10.65,0.075,0.2,1.59,0.17,2.01,0.1,5.21,0.44,8.38,6.62,False,False,False,False,-0.44
956,LIGT3,2006.0,6.04,0.05,11.26,-0.02,-20.68,0.57,2.04,0.12,7.25,0.0,-0.1,0.36,0.09,-1.11,-0.03,13.34,0.97,6.12,15.8,True,True,True,True,0.34
957,LIGT3,2007.0,1.7,0.09,13.11,0.12,5.41,1.17,2.18,0.05,7.39,0.08900000000000001,0.4,0.65,0.22,5.3,0.22,5.0,1.1,5.22,7.07,False,False,False,False,-0.13
958,LIGT3,2008.0,1.42,0.14,13.74,0.11,4.43,0.83,1.59,0.08,3.67,0.1244,0.36,0.47,0.28,4.94,0.19,3.83,0.67,2.92,4.81,True,True,True,True,0.32
959,LIGT3,2009.0,2.05,0.1,14.17,0.07,8.43,0.97,1.83,0.12,5.89,0.11199999999999999,0.22,0.57,0.22,3.08,0.12,5.11,0.35,4.4,6.84,True,True,False,False,0.15
960,LIGT3,2010.0,1.22,0.15,16.33,0.06,8.99,0.8,1.56,0.22,4.17,0.1534,0.17,0.54,0.25,2.83,0.09,3.52,0.42,3.25,4.52,True,True,True,True,0.23
961,LIGT3,2011.0,2.74,0.09,15.79,0.03,18.82,0.85,1.82,0.12,6.73,0.0948,0.1,0.53,0.18,1.53,0.04,5.72,0.51,4.76,8.08,False,False,False,False,-0.14
962,LIGT3,2012.0,2.93,0.1,14.83,0.04,10.68,0.6,1.5,0.12,4.14,0.0771,0.14,0.39,0.19,2.09,0.06,5.46,0.36,3.13,7.23,True,False,False,False,0.03
963,LIGT3,2013.0,2.37,0.13,17.05,0.05,7.66,0.61,1.3,0.11,3.45,0.0443,0.17,0.35,0.23,2.89,0.08,4.54,0.86,2.66,5.9,False,False,False,False,-0.15
964,LIGT3,2014.0,3.36,0.12,17.79,0.05,5.23,0.38,0.96,0.09,2.49,0.1052,0.18,0.25,0.2,3.26,0.07,5.39,0.82,1.92,6.99,False,False,False,False,-0.39
965,LIGT3,2015.0,6.42,0.05,17.97,0.0,51.77,0.19,0.55,0.24,3.15,0.0778,0.01,0.14,0.1,0.19,0.0,9.76,0.78,1.84,16.76,True,True,True,True,0.83
966,LIGT3,2016.0,318.97,0.04,16.44,-0.02,-11.38,0.37,1.06,0.28,6.87,0.0029,-0.09,0.25,0.0,-1.53,-0.03,506.14,1.11,180.33,19.29,False,False,False,False,-0.02
967,LIGT3,2017.0,4.17,0.09,16.83,0.01,27.23,0.3,0.99,0.33,2.9,0.0,0.04,0.23,0.15,0.61,0.01,6.34,1.12,2.01,9.14,False,False,False,False,-0.0
968,LIGT3,2018.0,5.54,0.07,16.62,0.01,20.15,0.28,0.99,0.2,3.5,0.0085,0.05,0.19,0.13,0.82,0.01,7.98,0.75,2.23,12.49,True,True,True,True,0.45
969,LIGT3,2019.0,3.78,0.07,20.5,0.06,5.44,0.54,1.16,0.16,5.61,0.008,0.21,0.3,0.14,4.37,0.1,5.74,0.83,3.85,8.36,False,False,False,False,-0.48
970,LINX3,2013.0,0.0,0.14,12.59,0.08,35.4,7.56,3.81,0.17,38.46,0.0071,0.11,2.9,0.3,1.35,0.08,41.76,0.12,25.6,62.73,True,True,False,False,0.13
971,LINX3,2014.0,0.0,0.11,13.56,0.08,34.23,6.42,3.72,0.21,35.78,0.0125,0.11,2.68,0.28,1.48,0.21,35.87,0.19,22.63,56.72,False,False,False,False,-0.1
972,LINX3,2015.0,0.0,0.09,14.2,0.06,32.42,4.62,3.12,0.17,29.64,0.0185,0.1,2.08,0.27,1.37,0.19,31.34,0.35,17.06,54.45,True,True,True,False,0.18
973,LINX3,2016.0,0.0,0.08,6.96,0.05,42.25,5.8,2.49,0.09,42.25,0.0161,0.06,1.94,0.25,0.41,0.14,27.39,0.36,23.08,50.15,True,True,True,True,0.25
974,LINX3,2017.0,0.0,0.07,7.04,0.05,41.37,6.23,3.04,0.26,47.44,0.0103,0.07,2.27,0.25,0.52,0.14,24.2,0.3,24.65,46.58,True,True,True,True,0.53
975,LINX3,2018.0,0.0,0.08,6.36,0.04,75.29,7.91,5.13,0.32,59.57,0.0043,0.07,3.29,0.25,0.43,0.15,21.99,0.6,32.12,40.8,True,False,False,False,0.08
976,LINX3,2019.0,0.0,0.05,9.45,0.02,167.72,8.51,3.75,0.16,81.82,0.0,0.02,2.62,0.25,0.21,0.11,16.36,0.52,33.42,40.05,False,False,False,False,-0.44
977,LLIS3,2016.0,3.04,0.04,4.8,-0.02,-18.12,0.98,0.66,0.42,10.43,0.0,-0.04,0.35,-0.01,-0.17,-0.01,-55.48,0.4,-66.25,8.73,True,True,True,True,0.47
978,LLIS3,2017.0,0.0,-0.01,41.59,0.11,3.98,1.34,0.78,0.61,-76.23,0.0,0.2,0.45,0.21,8.16,-0.05,3.37,0.58,6.39,-40.27,False,False,False,False,-0.1
979,LLIS3,2018.0,2.35,0.08,43.12,0.03,13.05,1.11,0.62,0.46,5.03,0.0351,0.05,0.37,0.28,2.05,0.34,3.23,0.32,3.94,4.12,False,False,False,False,-0.37
980,LLIS3,2019.0,2.46,-0.02,33.14,-0.04,-6.1,1.23,0.51,0.55,-13.61,0.0,-0.08,0.27,0.09,-2.79,0.09,14.38,0.56,13.23,-14.79,False,False,False,False,-0.71
981,LOGN3,2007.0,0.0,0.12,6.41,0.08,19.76,3.89,2.15,0.0,13.75,0.0,0.11,1.63,0.28,0.7,0.2,14.87,0.78,13.93,14.68,False,False,False,False,-0.63
982,LOGN3,2008.0,0.48,0.07,7.02,0.12,4.65,0.98,0.72,0.0,8.01,0.0356,0.15,0.55,0.16,1.09,0.21,19.37,0.6,6.05,25.64,True,True,True,True,0.74
983,LOGN3,2009.0,19.35,-0.01,6.88,-0.01,-103.96,1.71,1.24,0.0,-66.16,0.0271,-0.01,0.79,0.02,-0.08,-0.02,149.39,0.46,70.08,-141.04,True,True,True,True,0.23
984,LOGN3,2010.0,4.89,0.04,7.14,0.02,46.86,1.44,1.46,0.02,22.26,0.0,0.03,0.78,0.11,0.22,0.03,24.21,0.64,12.74,42.31,False,False,False,False,-0.34
985,LOGN3,2011.0,0.0,-0.05,6.23,-0.05,-7.53,0.89,1.1,0.04,-8.27,0.0,-0.15,0.39,-0.04,-0.91,-0.12,-76.27,0.6,-21.91,-28.79,True,True,True,True,0.26
986,LOGN3,2012.0,9.06,0.03,6.19,-0.01,-30.5,1.02,1.38,0.1,16.27,0.0,-0.05,0.39,0.15,-0.28,-0.03,21.21,0.43,6.59,52.39,False,False,False,False,-0.05
987,LOGN3,2013.0,7.94,0.05,6.49,0.0,117.01,0.87,1.26,0.11,7.55,0.0,0.01,0.34,0.19,0.07,0.01,16.8,0.12,4.6,27.54,False,False,False,False,-0.62
988,LOGN3,2014.0,7.62,0.06,5.5,-0.04,-3.51,0.3,0.62,0.16,2.37,0.0,-0.18,0.14,0.19,-0.97,-0.09,14.84,0.42,1.56,22.58,False,False,False,False,-0.64
989,LOGN3,2015.0,13.68,0.03,1.12,-0.16,-0.28,0.1,1.08,0.86,1.55,0.0,-3.89,0.04,0.13,-4.36,-0.35,23.62,0.31,0.76,47.9,False,False,False,False,-0.59
990,LOGN3,2016.0,4.89,0.11,10.3,0.05,0.5,0.06,0.25,0.08,0.27,0.0,0.5,0.03,0.33,5.12,0.12,10.09,0.67,0.18,15.05,True,True,True,True,0.35
991,LOGN3,2017.0,0.0,-0.5,-16.83,-0.52,-0.13,0.09,-0.21,0.07,-0.16,0.0,1.54,0.07,-0.51,-25.95,-0.69,-5.77,0.88,-0.18,-5.12,True,True,True,True,1.53
992,LOGN3,2018.0,6.22,0.13,-9.3,0.01,49.5,0.3,-0.84,0.09,2.22,0.0,-0.02,0.26,0.2,0.16,0.01,13.03,0.85,1.5,19.26,True,True,True,True,1.65
993,LOGN3,2019.0,2.19,0.15,3.04,0.01,167.52,2.07,6.87,0.08,12.59,0.0,0.04,1.14,0.26,0.12,0.01,7.17,0.62,8.03,11.23,False,False,False,False,-0.41
994,LPSB3,2008.0,0.64,-0.15,0.06,-0.17,-6.53,1.41,108.79,0.0,-7.77,0.1076,-0.016669999999999997,1.13,-0.08,-1.01,0.39,-25.81,0.46,-18.04,-11.12,True,True,True,True,2.66
995,LPSB3,2009.0,0.0,0.23,0.38,0.2,17.74,5.39,63.5,0.0,15.88,0.0,3.58,3.62,0.37,1.38,-0.22,5.57,0.51,14.38,6.14,True,True,True,True,0.66
996,LPSB3,2010.0,0.0,0.21,6.05,0.13,16.31,6.37,6.45,0.0,14.65,0.0213,0.4,2.19,0.5,2.39,0.3,1.12,0.6,12.77,1.29,False,False,False,False,-0.34
997,LPSB3,2011.0,0.0,0.1,9.37,0.13,9.68,3.4,2.77,0.0,15.98,0.0177,0.29,1.3,0.32,2.69,0.39,1.67,0.66,10.62,2.52,True,True,True,True,0.46
998,LPSB3,2012.0,0.0,0.08,11.14,0.11,16.47,5.1,3.39,0.0,26.31,0.0169,0.21,1.81,0.33,2.3,0.35,2.05,0.44,15.49,3.49,False,False,False,False,-0.23
999,LPSB3,2013.0,0.0,0.12,6.36,0.14,10.01,3.28,2.27,0.0,13.76,0.0215,0.23,1.41,0.36,1.44,0.31,1.72,0.38,9.15,2.59,False,False,False,False,-0.53
1000,LPSB3,2014.0,0.0,-0.06,5.8,0.0,-247.83,2.41,1.12,0.0,-13.77,0.0569,0.0,0.76,0.02,-0.03,0.33,66.77,0.42,141.02,-6.52,False,False,False,False,-0.65
1001,LPSB3,2015.0,0.0,-1.24,1.27,-1.18,-0.58,1.27,1.77,0.0,-0.67,0.0044,-3.05,0.69,-1.63,-3.88,-0.01,-1.23,0.75,-0.78,-1.07,True,True,True,True,0.74
1002,LPSB3,2016.0,0.17,-0.13,1.16,-0.09,-16.22,3.29,3.35,0.0,-13.9,0.0,-0.21,1.42,-0.39,-0.24,-2.18,-7.04,0.67,-8.52,-11.49,True,True,True,True,0.45
1003,LPSB3,2017.0,1.14,-0.32,0.62,-0.21,-11.28,6.3,9.09,0.0,-8.97,0.0,-0.81,2.41,-0.52,-0.5,-0.2,-7.44,1.21,-12.16,-5.49,True,True,False,False,0.13
1004,LPSB3,2018.0,0.68,-0.16,0.17,-0.2,-16.9,7.29,37.82,0.0,-24.07,0.0,-2.24,3.44,-0.15,-0.37,-0.56,-27.92,0.71,-48.96,-13.73,True,True,True,True,0.51
1005,LPSB3,2019.0,0.86,0.02,1.2,-0.01,-468.73,9.57,7.94,0.0,351.55,0.0,-0.02,3.47,0.17,-0.02,-0.43,12.91,1.15,56.54,80.25,False,False,False,False,-0.64
1006,LREN3,2006.0,0.52,0.14,4.47,0.09,35.21,2.6,6.87,1.0,26.29,0.0814,0.2,3.11,0.12,0.87,0.07,181.25,0.87,20.81,228.98,True,True,True,False,0.18
1007,LREN3,2007.0,0.43,0.21,4.79,0.12,27.19,2.27,7.52,1.0,18.87,0.0156,0.28,3.17,0.15,1.32,0.08,115.39,0.89,15.52,140.27,False,False,False,False,-0.55
1008,LREN3,2008.0,1.16,0.17,5.85,0.11,11.41,0.87,2.68,0.91,7.97,0.0625,0.23,1.22,0.14,1.37,0.08,109.22,0.96,6.35,137.11,True,True,True,True,1.54
1009,LREN3,2009.0,1.17,0.17,6.38,0.1,24.31,2.03,6.16,0.92,16.92,0.0112,0.25,2.49,0.15,1.62,0.08,92.08,0.99,13.43,116.04,True,True,True,True,0.45
1010,LREN3,2010.0,0.0,0.28,8.34,0.13,22.33,2.51,6.76,0.43,17.04,0.0243,0.3,2.81,0.17,2.53,0.11,67.45,0.86,14.37,79.99,False,False,False,False,-0.11
1011,LREN3,2011.0,0.46,0.24,9.4,0.11,17.64,1.84,5.15,0.21,12.57,0.0399,0.29,1.99,0.18,2.74,0.1,57.31,1.21,10.43,69.1,True,True,True,True,0.7
1012,LREN3,2012.0,0.91,0.21,10.51,0.09,27.82,2.56,7.59,0.51,17.71,0.0262,0.27,2.63,0.18,2.87,0.09,47.75,0.83,14.31,59.13,False,False,False,False,-0.22
1013,LREN3,2013.0,1.2,0.2,11.86,0.09,18.78,1.76,5.14,0.41,11.8,0.032,0.27,1.7,0.19,3.25,0.09,40.84,0.74,9.39,51.31,True,True,True,True,0.29
1014,LREN3,2014.0,1.1,0.2,14.56,0.09,20.55,1.87,5.25,0.29,12.13,0.0184,0.26,1.83,0.19,3.72,0.09,33.05,0.73,9.6,41.77,True,True,True,False,0.15
1015,LREN3,2015.0,0.97,0.2,3.61,0.1,18.83,1.78,4.74,0.37,11.71,0.0936,0.25,1.87,0.19,0.91,0.09,28.04,0.82,9.13,35.96,True,True,True,True,0.41
1016,LREN3,2016.0,0.76,0.2,4.1,0.1,23.82,2.31,5.66,0.53,15.28,0.0194,0.24,2.3,0.2,0.97,0.1,25.96,0.84,11.59,34.22,True,True,True,True,0.73
1017,LREN3,2017.0,0.51,0.2,4.52,0.1,34.49,3.4,7.85,0.28,23.27,0.011000000000000001,0.23,3.35,0.19,1.03,0.1,23.41,1.04,17.87,30.47,True,True,True,True,0.2
1018,LREN3,2018.0,0.31,0.22,5.49,0.12,29.9,3.62,7.72,0.74,21.44,0.0106,0.26,3.46,0.21,1.42,0.12,18.96,1.05,17.56,23.15,True,True,True,True,0.49
1019,LREN3,2019.0,0.12,0.18,5.91,0.09,40.6,4.66,9.5,0.54,27.19,0.0089,0.23,3.79,0.25,1.38,0.11,13.77,1.02,18.83,19.89,False,False,False,False,-0.34
1020,MDIA3,2006.0,0.0,0.1,7.53,0.07,24.74,2.15,3.32,0.63,17.83,0.0,0.13,1.79,0.0,1.01,0.09,0.0,0.11,0.0,79.73,False,False,False,False,-0.0
1021,MDIA3,2007.0,2.55,0.07,8.4,0.05,34.53,1.88,2.96,0.7,24.0,0.0,0.09,1.7,0.14,0.72,0.05,61.7,0.35,13.63,108.63,False,False,False,False,-0.2
1022,MDIA3,2008.0,2.47,0.12,10.63,0.09,10.4,1.03,1.86,0.58,7.94,0.0136,0.18,0.95,0.17,1.9,0.1,35.01,0.4,5.95,46.72,True,True,True,True,1.06
1023,MDIA3,2009.0,1.07,0.19,12.97,0.15,13.71,2.03,3.24,0.49,11.55,0.0067,0.24,2.1,0.2,3.06,0.15,27.12,0.33,10.09,31.05,False,False,False,False,-0.05
1024,MDIA3,2010.0,0.48,0.18,15.51,0.15,12.66,1.83,2.55,0.15,10.82,0.017,0.2,1.9,0.19,3.12,0.14,26.83,0.38,9.61,30.22,True,True,True,True,0.24
1025,MDIA3,2011.0,1.0,0.15,17.67,0.12,14.71,1.86,2.7,0.39,12.98,0.0323,0.18,1.77,0.17,3.24,0.13,26.53,0.55,11.24,30.62,True,True,True,True,0.66
1026,MDIA3,2012.0,0.45,0.17,21.24,0.14,18.77,2.5,3.68,0.38,16.26,0.0129,0.2,2.59,0.18,4.16,0.13,20.21,0.26,14.25,23.06,True,True,True,True,0.29
1027,MDIA3,2013.0,0.4,0.17,24.86,0.14,21.57,2.63,4.02,0.57,19.59,0.0103,0.19,2.92,0.16,4.64,0.12,18.63,0.21,16.84,21.69,False,False,False,False,-0.07
1028,MDIA3,2014.0,0.24,0.17,28.96,0.13,17.18,2.25,3.14,0.47,15.46,0.0133,0.18,2.31,0.17,5.3,0.13,16.19,0.32,13.4,18.67,False,False,False,False,-0.24
1029,MDIA3,2015.0,0.58,0.13,32.88,0.12,12.44,1.63,2.02,0.52,12.93,0.0183,0.16,1.47,0.15,5.35,0.13,18.48,0.54,10.94,21.84,True,True,True,True,0.76
1030,MDIA3,2016.0,0.0,0.17,38.35,0.14,16.56,2.44,3.0,0.54,16.22,0.0135,0.18,2.29,0.17,6.95,0.15,13.13,0.49,14.14,15.07,True,True,True,True,0.37
1031,MDIA3,2017.0,0.0,0.17,14.72,0.14,20.93,3.26,3.54,0.33,21.05,0.0107,0.17,2.9,0.18,2.49,0.16,12.11,0.7,18.28,13.95,False,False,False,False,-0.17
1032,MDIA3,2018.0,0.85,0.1,16.4,0.09,20.01,2.41,2.61,0.56,19.29,0.0096,0.13,1.86,0.15,2.14,0.12,14.02,0.6,15.55,17.4,False,False,False,False,-0.12
1033,MDIA3,2019.0,0.8,0.07,17.8,0.07,23.22,2.12,2.14,0.62,23.99,0.0066,0.09,1.6,0.13,1.64,0.09,16.71,0.69,16.75,23.94,False,False,False,False,-0.08
1034,MGLU3,2012.0,1.54,0.04,3.3,0.0,-377.65,0.3,3.68,0.18,15.21,0.0008,-0.01,0.4,0.03,-0.03,0.0,370.2,0.68,9.37,600.76,False,False,False,False,-0.38
1035,MGLU3,2013.0,2.63,0.16,3.77,0.02,11.98,0.17,2.0,0.26,3.69,0.0,0.17,0.29,0.06,0.63,0.0,187.5,0.97,2.91,237.83,True,False,False,False,0.08
1036,MGLU3,2014.0,1.15,0.19,4.21,0.02,10.54,0.14,1.83,0.32,2.81,0.0233,0.17,0.26,0.06,0.73,0.01,148.24,0.64,2.28,182.37,False,False,False,False,-0.71
1037,MGLU3,2015.0,1.4,0.13,30.26,-0.01,-5.94,0.04,0.58,0.35,1.14,0.0108,-0.1,0.07,0.05,-2.97,0.01,192.77,0.86,0.83,263.48,True,True,True,True,5.26
1038,MGLU3,2016.0,1.52,0.24,32.22,0.01,26.81,0.25,3.3,0.31,4.02,0.0,0.12,0.38,0.08,3.96,-0.01,124.98,0.82,3.26,153.71,True,True,True,True,5.18
1039,MGLU3,2017.0,0.6,0.31,10.88,0.05,39.1,1.28,7.38,0.45,17.22,0.0177,0.19,2.06,0.09,2.05,0.01,85.45,1.56,14.83,99.18,True,True,True,True,1.24
1040,MGLU3,2018.0,0.0,0.29,12.08,0.07,57.61,2.21,14.99,0.5,31.89,0.0047,0.26,3.92,0.08,3.14,0.03,70.93,1.17,27.71,81.63,True,True,True,True,1.12
1041,MGLU3,2019.0,0.0,0.14,4.66,0.05,83.96,3.9,10.25,0.29,60.12,0.0101,0.12,3.92,0.09,0.57,0.04,47.86,1.16,43.65,65.92,True,True,True,False,0.19
1042,MILS3,2010.0,0.0,0.2,5.22,0.11,24.62,4.71,3.95,0.35,17.47,0.0097,0.16,2.8,0.35,0.84,0.19,6.18,0.5,13.29,8.12,False,False,False,False,-0.15
1043,MILS3,2011.0,1.57,0.13,5.86,0.07,23.66,3.29,3.02,0.17,13.73,0.0113,0.13,1.73,0.35,0.75,0.14,6.66,0.65,9.34,9.79,True,True,True,True,0.94
1044,MILS3,2012.0,1.17,0.18,6.8,0.09,28.09,4.89,5.0,0.09,17.12,0.0053,0.18,2.58,0.41,1.21,0.17,4.55,0.24,11.99,6.5,False,False,False,False,-0.04
1045,MILS3,2013.0,1.44,0.16,7.98,0.1,24.16,4.76,4.14,0.2,14.8,0.0148,0.17,2.33,0.48,1.37,0.2,4.32,0.39,9.99,6.4,False,False,False,False,-0.71
1046,MILS3,2014.0,1.69,0.09,8.35,0.03,18.36,1.53,1.14,0.21,7.62,0.0241,0.06,0.64,0.41,0.52,0.08,5.41,0.71,3.71,11.09,False,False,False,False,-0.73
1047,MILS3,2015.0,3.73,-0.05,7.65,-0.06,-3.45,0.58,0.35,0.3,-5.23,0.0,-0.1,0.2,0.18,-0.77,-0.17,15.37,0.71,3.22,-24.99,True,True,True,True,0.44
1048,MILS3,2016.0,0.0,-0.1,5.68,-0.07,-6.87,1.73,0.69,0.35,-5.82,0.0,-0.1,0.45,-0.7,-0.57,-0.25,-4.8,1.1,-2.48,-11.28,True,False,False,False,0.05
